var,mean,pair_penalty
0.18055339199752693,13.415035249775919,2.0
0.18055339199752693,13.415035249775919,2.0
0.18055339199752696,13.415035249775917,2.0
0.1905126750986018,13.37822638865505,2.0
0.22641077658858294,13.36370638093926,2.0
0.2442959265715069,13.348294544014914,6.0
0.2588057966177687,13.320630648978034,2.0
0.2588057966177687,13.320630648978034,2.0
0.296151921120819,13.288783775202047,0.0
0.2961519211208191,13.288783775202045,0.0
0.3391726172872742,13.257886476921733,7.0
0.33917261728727427,13.25788647692173,7.0
0.3549114787258161,13.218938566912554,2.0
0.35491147872581635,13.218938566912549,2.0
0.3638349910339969,13.185786809641122,0.0
0.41195157704036084,13.17405135931069,7.0
0.43742671236554276,13.082379287395895,4.0
0.4680381906519807,13.081074403900441,2.0
0.48279237571449857,13.058749886096995,4.0
0.48279237571449857,13.058749886096995,4.0
0.5311019428670398,13.171266801925322,0.0
0.557928555687976,13.149317176407855,0.0
0.5608560529717113,13.119937933088657,0.0
0.5859465794550756,13.119937933088654,0.0
0.6246631607799914,13.019613015900848,4.0
0.6246631607799914,13.019613015900848,4.0
0.6435180394903509,12.999991399458642,4.0
0.6915849862468749,12.994652114122651,0.0
0.7223522991276348,12.974254420777735,5.0
0.7496897725933749,12.975166898879728,3.0
0.7645810171441568,12.927908096281955,2.0
0.7645810171441568,12.927908096281955,2.0
0.8216063907514075,12.88893757389866,6.0
0.8349092739247397,12.846414535155839,4.0
0.8941136533803627,12.899049101965062,2.0
0.9011733561081149,12.877135140845919,0.0
0.9324903914183095,12.765851779716325,4.0
0.9515656660181133,12.75711727841918,3.0
0.9883966848394627,12.81002838886855,2.0
1.0137242323459992,12.808785375143449,2.0
1.039007092883401,12.661549930659952,2.0
1.0710463443653615,12.84809512541433,0.0
1.0834391090584228,12.81871588209516,0.0
1.1178968077976714,12.659162045907596,4.0
1.1443318710733685,12.616381460527881,2.0
1.186543300271692,12.57744660254294,6.0
1.186543300271692,12.57744660254294,6.0
1.1977473976977253,12.72280930644832,0.0
1.1977473976977258,12.722809306448319,0.0
1.2297286971366985,12.49143486944946,2.0
1.2297286971366985,12.49143486944946,2.0
1.2693396317007077,12.472398986024006,6.0
1.2922904133459912,12.627241958689092,0.0
1.3768695172285481,12.298174177066919,6.0
1.3768695172285481,12.298174177066919,6.0
1.4259158066337032,12.553963464334926,0.0
1.4540501426563253,12.293178931028795,10.0
1.4794010848095287,12.23064466209343,11.0
1.4794010848095287,12.23064466209343,11.0
1.4870642120598552,12.4252467650094,2.0
1.5300382373792865,12.423220115685899,4.0
1.5326574463694744,12.532013838817443,0.0
1.5326574463694744,12.532013838817443,0.0
1.5935150468549995,12.351968270655245,2.0
1.5935150468549997,12.351968270655243,2.0
1.6151748445196568,12.443876108859905,0.0
1.6291266749713451,12.154708840830526,4.0
1.6666582126584972,12.099176870982074,17.0
1.6706092909633086,12.370258386618149,0.0
1.7247226679327308,12.067634081754665,15.0
1.7362188184151672,12.076470764836616,6.0
