i,feasible,J_norm,J_raw,mean_surplus,var_surplus,cohesion_pen,min_pressure
58,1,4.901243379811919,34.83991622102078,15.225642646322996,1.1739880872360402,0.8666666666666668,24.415294354999173
59,1,5.11348896721318,35.54451765380172,15.068571019129779,1.5394955755510888,0.7888888888888891,24.24747484050831
60,1,5.656891045750646,37.22563562773857,14.997280318403087,2.1362842562367255,0.8222222222222223,21.333480613199704
61,1,4.961688747682421,35.07674620564762,15.167568775120266,1.3064621443949571,0.8222222222222223,24.079655326017452
62,1,5.427459479309179,36.49009037798927,14.972874413353543,1.9184842207977648,0.788888888888889,22.072818216501375
63,1,5.146711357316533,35.7587090878949,15.164751664949417,1.5430685859986881,0.8000000000000002,24.079655326017452
64,1,5.02344877209163,35.26586868062828,15.292786695464141,1.2600984298999987,0.9,24.647204345869767
65,1,5.087755702314444,35.49389629671973,15.339575534221497,1.2975076686848392,0.9222222222222223,24.33005326989515
66,1,4.933623431678985,34.936718307691706,15.13426931472439,1.2819858186735675,0.8222222222222224,24.6603669874425
67,1,6.107918741256621,38.59773194677948,14.789216122253887,2.747173974831311,0.7777777777777779,21.077994725771084
68,1,4.88148499167256,34.684346614189906,15.078262841619809,1.2351995695760205,0.8222222222222224,24.24481218479113
69,1,5.272941192547563,36.17885910855721,15.277877684835676,1.585479024073065,0.8666666666666668,23.277432851798736
70,1,5.489730563102314,36.74057747461974,15.122807211712761,1.879802498546222,0.8555555555555557,23.31827701899282
71,1,5.181968677086667,35.70360400753657,15.032385139302551,1.6129445763104888,0.8000000000000002,23.914498467243774
72,1,5.091138822400025,35.52330114311372,15.130382191819713,1.487512253158098,0.7999999999999999,23.997076896630613
73,1,4.979046044397126,35.044832284946615,15.200001274707315,1.2556839859180675,0.8777777777777778,24.24747484050831
74,1,5.856069648430327,37.946004176602905,14.946478641758786,2.4250897051025193,0.7777777777777778,21.5356133779876
75,1,4.940904296750322,34.80989415192598,14.918677583093817,1.4019574396905592,0.7666666666666667,24.079655326017452
76,1,5.161725932371523,35.7240691546757,15.201162876466409,1.4887292820624434,0.8555555555555557,23.746678952752916
77,1,5.702192415472713,37.43557983543451,15.018663616298886,2.1957138305752095,0.8111111111111111,21.152017785691022
78,1,5.026395535340152,35.30169971363057,15.190768525839378,1.362276442872826,0.8333333333333334,24.33005326989515
79,1,5.170880865130278,35.744844670098864,15.132524595477264,1.5525244189740377,0.8222222222222223,23.737384572360046
80,1,4.99333310496926,35.14281999105712,15.17636618589479,1.3152143916077,0.8444444444444446,24.24747484050831
81,1,5.011725643488322,35.20208961569429,15.173684111829557,1.3367589825302462,0.8444444444444444,24.327390614177965
82,1,4.813214684427015,34.67840658314339,15.269872426159603,1.1017761324969488,0.8333333333333335,24.624848131682786
83,1,5.028330502964001,35.15067104517632,14.990936069224688,1.4599700059460161,0.7888888888888891,23.483433877766497
84,1,5.885293361374693,38.104244494047066,15.031009743579284,2.414075002296166,0.8000000000000002,20.498818257181107
85,1,4.818078863979142,34.49957599158794,15.102254149584205,1.1576151567324355,0.8222222222222224,24.333606020611
86,1,5.0620621530031995,35.367679106397766,15.067687775760767,1.4811382219957812,0.788888888888889,24.159571099687103
87,1,5.03029499335225,35.36074539268511,15.30621262807194,1.2901807862544836,0.8777777777777778,24.663029643159685
88,1,4.976791114715343,35.18354920971465,15.290168612638503,1.2455151059236578,0.8666666666666667,24.49787278438601
89,1,5.01528787803323,35.21082452156689,15.130613065368413,1.375792056202615,0.8222222222222223,23.997076896630613
90,1,5.329552880937951,36.00256367160903,14.837194414287694,1.850132355085288,0.7777777777777779,21.70819124865699
91,1,5.335037312391738,36.054113559127295,14.882180455432405,1.8336212531245313,0.7888888888888889,22.036409265742996
92,1,5.010478078676955,35.249805419778525,15.192636805716903,1.3437328250037945,0.8333333333333334,24.415294354999173
93,1,4.976872010579597,35.110941145657875,15.154245298978548,1.3267427751595189,0.8222222222222223,24.164896411121475
94,1,5.140232183585635,35.647887799784556,15.25980383413541,1.4131304142082846,0.8888888888888888,23.997076896630613
95,1,6.153821914875665,38.9089236142779,15.027083280431487,2.6701042029901623,0.8444444444444444,19.877577939025983
96,1,5.062116068035136,35.45697845062219,15.337296631133443,1.2941283961184349,0.9,24.415294354999173
97,1,5.3536569886746594,36.40585385711761,15.200658046047486,1.7200311068593988,0.8444444444444446,22.036409265742996
98,1,5.385250332579301,36.29331389140312,14.953455502077402,1.8621342957494404,0.8000000000000002,21.36779386349674
99,1,4.927972871043048,34.89773328767014,15.159909105174513,1.2444902109588913,0.8444444444444447,24.164896411121475
100,1,5.085431451570047,35.481205592796165,15.194305006712488,1.416050378308915,0.8444444444444446,23.997076896630613
101,1,5.18833094505344,35.83124456583499,15.152727801053395,1.5678555805019936,0.8222222222222223,23.914498467243774
102,1,4.924556273360407,34.9529309622476,15.230572652702707,1.2120767004288775,0.8555555555555555,24.412631699281988
103,1,5.146543192466787,35.69212089980723,15.175696922804041,1.502464573621938,0.8333333333333334,23.997076896630613
104,1,5.160508957661532,35.77376897771952,15.201291734375506,1.5126173918783907,0.8333333333333335,24.162233755404287
105,1,4.791471772162117,34.52319652083801,15.310045324837827,1.0047389940911573,0.888888888888889,24.830849157650547
106,1,5.102306041658525,35.66281217931743,15.24729947776328,1.4486636671895496,0.8222222222222223,24.49787278438601
107,1,4.953974692034432,34.971293945156674,15.148403618233802,1.2766807547482102,0.8444444444444446,23.914498467243774
108,1,5.167583654828611,35.76401197349834,15.195952825871627,1.509220625770216,0.8444444444444446,23.914498467243774
109,1,5.28559222440519,36.02986664076821,15.031737575229283,1.7184267930661798,0.8111111111111111,22.56974584307691
110,1,5.101900425831591,35.55182107111958,15.306338490857845,1.3463813631346313,0.9,24.415294354999173
111,1,5.1695900882389765,35.80548087149803,15.262536814472535,1.4712468586287635,0.8666666666666667,23.914498467243774
112,1,5.801962156762216,37.770353399498234,14.973636916446457,2.3447302259054754,0.7888888888888891,20.38547932821308
113,1,5.506134201688831,36.79404729711374,14.958945848425678,2.036496311198573,0.7666666666666667,21.951168180638973
114,1,5.38817271282867,36.43680454892319,15.033887017994102,1.860047208015364,0.788888888888889,21.868589751252134
115,1,5.454897589425933,36.591400853923545,15.059558724757176,1.8796500236919524,0.8333333333333335,22.902722216341445
116,1,4.875784310390066,34.77368246847343,15.20079282439163,1.1758841250819085,0.8444444444444444,24.164896411121475
117,1,4.829515044505606,34.57290102097108,15.148329613505954,1.1476361535419457,0.8333333333333334,24.415294354999173
118,1,5.526586624461643,36.93931300684199,15.157491589788503,1.9266284609401805,0.8444444444444446,21.618191807374437
119,1,5.122144314108332,35.66776587914766,15.179695207099993,1.4990881179455202,0.8111111111111111,23.997076896630613
120,1,5.1694513716008945,35.71611555456537,15.094302161585903,1.5721333734274836,0.8111111111111113,23.82925738213975
121,1,5.013571021643514,35.29416581187888,15.19787924666316,1.3587283654434448,0.8222222222222223,24.14640845811437
122,1,4.918516962605304,34.85995555930644,15.014090966466783,1.355035653235402,0.7666666666666668,24.412631699281988
123,1,5.766527832974187,37.639706258300784,14.986632933641184,2.2888134636728052,0.8000000000000002,21.003166895652353
124,1,5.646709857442594,37.192071155308746,14.937471770066528,2.176079575428932,0.788888888888889,21.16477100371018
125,1,5.065168118753618,35.30082375335048,15.150962634745488,1.3774106057309459,0.8666666666666667,22.78316788094039
126,1,5.310209426060494,36.10751575368366,15.067363660573857,1.7131516997342022,0.8333333333333335,22.20511887523252
127,1,5.152656484406672,35.64744656286808,15.186986951622439,1.4689353309855122,0.8666666666666668,23.914498467243774
128,1,5.801446259026155,37.78551729542618,15.026882374256505,2.306880478600688,0.8111111111111112,21.479668847521186
129,1,5.141641175349433,35.72322455608552,15.272500522473498,1.437185614823951,0.8666666666666668,24.038811158823364
130,1,5.045296884792097,35.17576708452099,15.067364158328562,1.398864774473142,0.8444444444444444,23.914498467243774
131,1,5.176334820593904,35.691414236982155,14.976981494634893,1.6569281936819005,0.7666666666666667,23.771697822657078
132,1,5.096525193545281,35.601324319607926,15.256306461073162,1.41475565100572,0.8444444444444446,24.58045121377285
133,1,4.962188579960615,35.14945443753891,15.281830703131314,1.2434124919069067,0.8555555555555557,24.164896411121475
134,1,5.0354104965621564,35.37427217276844,15.181789665058874,1.399860577179861,0.8111111111111112,24.327390614177965
135,1,5.112915858668618,35.58557320300681,15.242693109557987,1.411173439074722,0.8666666666666668,23.914498467243774
136,1,4.953145452787491,35.163624706378855,15.25508544436323,1.277077198476725,0.8222222222222223,24.415294354999173
137,1,5.301065940413775,36.08021300941836,14.92863951930324,1.822459471752108,0.7555555555555558,22.198903468799486
138,1,5.168182342155417,35.71237918060255,15.155476749261007,1.518993745878696,0.8444444444444446,24.18458996959127
139,1,5.347479649637314,36.26889605297952,14.971607808392626,1.8530045898425347,0.7666666666666667,23.070541730832307
140,1,5.020792359425961,35.202472272392455,15.2113423289762,1.300669945554091,0.8777777777777779,24.24747484050831
141,1,5.061115296849276,35.41740756333039,15.188589091655185,1.402298682228895,0.8333333333333336,24.412631699281988
142,1,4.873877368614876,34.82706639576054,15.266200201372165,1.1463701458202196,0.8555555555555556,24.49787278438601
143,1,5.125118628080642,35.6267641204429,15.161357594744844,1.493942236243662,0.8222222222222223,24.108226946637465
144,1,5.289694246727919,35.95508950722216,14.944544537937682,1.7553334771155997,0.8000000000000002,22.98796330144547
145,1,5.03340126457945,35.30439271785051,15.194995262349929,1.3566525829020706,0.8444444444444444,24.577788558055666
146,1,5.16097342863729,35.69854506676796,15.22433676500537,1.457364586326482,0.8777777777777779,23.914498467243774
147,1,5.250023298992147,35.98682586779276,15.212345900833153,1.5614520961162242,0.8777777777777779,23.914498467243774
148,1,5.079780010033092,35.43089161382172,15.272127712294788,1.3288787297440503,0.9,22.652324272463748
149,1,4.979203395365967,35.157876281582055,15.365801870548355,1.1680167727543742,0.9222222222222223,24.164896411121475
150,1,5.942485627196338,38.28233028044541,15.03822418734501,2.4649235982147593,0.8111111111111112,19.632505306582654
151,1,5.0969199558812255,35.31950556266638,14.961818177172649,1.5319564027736932,0.8,23.914498467243774
152,1,5.445967376621456,36.615228095298406,15.060045626226017,1.8946752439117533,0.8111111111111112,21.74903541585108
153,1,5.198792847900367,35.867099472362064,15.193299308204065,1.545352137169832,0.8444444444444443,23.57222771358637
154,1,4.995743436958438,35.16882822463101,15.169528314814198,1.3321460872230917,0.8333333333333335,23.854276252043917
155,1,5.2220934784459025,35.76763130724289,14.936831421207348,1.7053968956834704,0.7777777777777779,22.497251081302974
156,1,5.106884183737568,35.71699829239706,15.357331072329231,1.3785564936906425,0.8666666666666668,23.997076896630613
157,1,4.996728472627144,35.30660679795771,15.230401621750088,1.3448974811154755,0.8111111111111113,24.079655326017452
158,1,5.101718599459656,35.59451578672162,15.15683108855117,1.4936178698730946,0.8,24.206630673314226
159,1,5.16331452593799,35.84769313020977,15.270049314395996,1.4877166856577777,0.8444444444444446,23.914498467243774
160,1,5.148429458904333,35.79880303841563,15.332247060078084,1.4188437134938932,0.8777777777777778,24.164896411121475
161,1,4.953656011031006,35.12551942746918,15.44768901357904,1.0952323186222188,0.9444444444444445,24.91609024275457
162,1,4.949885629185529,34.90306804882292,15.147972121655174,1.2468190462819668,0.8666666666666668,24.162233755404287
163,1,4.902355174667637,34.799983402489154,15.192667363364398,1.1826606696978978,0.8666666666666668,24.66569229887687
164,1,4.882564827101998,34.86148836970557,15.229297314513413,1.189853469115135,0.8333333333333334,24.35240948408213
165,1,5.201751648099951,35.7228465273737,14.975697878562869,1.6608539604530226,0.788888888888889,23.357348625468386
166,1,4.981112965311663,35.1308808330292,15.219080586896743,1.2790547012267204,0.8555555555555556,23.914498467243774
167,1,4.914247142017027,34.96136228042556,15.243243030473188,1.2101439250115802,0.8444444444444446,24.24747484050831
168,1,4.804637036039182,34.54277768053169,15.209935697759692,1.0928206135226222,0.8444444444444446,24.24747484050831
169,1,5.132818224214573,35.61313002538208,15.212208869700756,1.440681873104633,0.8666666666666667,23.19751707812908
170,1,5.276221648705491,36.03004338946435,15.07624826641476,1.6851082114708695,0.8222222222222224,23.153120160219146
171,1,5.208654056773377,35.91445484368223,15.142884526199804,1.6058582267238364,0.8111111111111112,23.746678952752916
172,1,5.386894227747481,36.46043093174131,15.034754588175254,1.8710479925376728,0.7777777777777779,22.364060327573164
173,1,5.398659066659217,36.43289641958438,15.125376416481593,1.7755293436885453,0.8555555555555556,22.373828484722047
174,1,5.472411751583132,36.766748745689036,15.146668618527444,1.8800260584336026,0.8333333333333334,21.868589751252134
175,1,5.125725019729559,35.683456237392356,15.182303591127075,1.5025793146756987,0.8111111111111113,23.60387830816622
176,1,4.776114652767305,34.37815945026291,15.199753257687679,1.0373287560736286,0.8666666666666667,24.91609024275457
177,1,4.858840078778902,34.668822601007015,15.043920203801413,1.267734805208803,0.7777777777777778,24.189915281025637
178,1,4.875166647442747,34.8556425830891,15.284427373325988,1.1437440936271892,0.8555555555555557,24.164896411121475
179,1,5.541295426780665,36.87260935355432,15.028824834365912,1.9975791542000896,0.8222222222222223,21.234596215077858
180,1,5.500031278105268,36.646812599796,14.92436562716017,1.9993604484918877,0.8000000000000002,21.504852878406414
181,1,5.2654498228939906,35.827739826237355,14.931204581651617,1.7180731839410028,0.8111111111111111,22.659745284359463
182,1,4.89585100943978,34.67870398874296,14.996522434743126,1.2952197064189037,0.8,24.124052243927387
183,1,4.970823635824437,35.09505404796564,15.15784467389638,1.3190474926502185,0.8222222222222223,24.24747484050831
184,1,4.987644597729305,34.96715844347702,14.896630952443848,1.4727803276779237,0.7555555555555556,23.31827701899282
185,1,5.156093456384466,35.65428535336545,15.102326565585523,1.542469999990728,0.8222222222222223,23.68645673755306
186,1,5.108661250626798,35.57968190855906,15.127762947912789,1.508052004244495,0.8000000000000002,24.412631699281988
187,1,5.032090203325101,35.276229530598826,15.197376725960718,1.3419735077072787,0.8555555555555557,22.9826379900111
188,1,5.947894648670818,38.1674504241223,14.91742495135165,2.510866840473,0.8000000000000002,19.94740315039366
189,1,5.229829794703223,35.89967988022811,15.158164281267952,1.5759319207122184,0.8555555555555556,23.826178408179917
190,1,5.107418430836926,35.63858774491236,15.276587953718405,1.409952093973331,0.8555555555555556,23.914498467243774
191,1,5.175151019335617,35.80636449069733,15.167915098624553,1.549437357075332,0.8222222222222224,23.19751707812908
192,1,4.953543710650847,35.019168732188966,15.307060605144873,1.1646454702627025,0.9111111111111112,24.624848131682786
193,1,4.981371478109443,35.14517763419886,15.229195306434784,1.277077155257913,0.8555555555555556,24.079655326017452
194,1,4.988794063294144,35.27188747707738,15.265140622210863,1.3027576331074378,0.8333333333333335,24.3717875320879
195,1,5.426874092816043,36.61869754913102,15.172564724622145,1.8097078851474293,0.8444444444444444,21.700770236761276
196,1,4.974588304265752,35.19247417725265,15.201366914703803,1.326209745577977,0.8111111111111112,24.079655326017452
197,1,5.066353181800854,35.480028669473015,15.100870762364725,1.5038734926923003,0.7666666666666667,23.238361245323166
198,1,5.1461482495845665,35.76279117621757,15.29072684047476,1.4382236095337944,0.8666666666666667,24.33005326989515
199,1,5.142682028787999,35.7476083017779,15.227482929807927,1.4864363696095708,0.8333333333333334,24.289209102701065
200,1,5.124528809270503,35.61636646308454,15.23600082733413,1.4258993805832039,0.8666666666666667,23.658358893689055
201,1,5.305471660416626,36.217605883134766,15.061375559099945,1.7723589957190315,0.7777777777777776,22.56974584307691
202,1,5.054380821084534,35.39998843146752,15.172559351309056,1.4108825022090608,0.8222222222222223,24.49787278438601
203,1,5.180543587325147,35.75463473842212,15.135259150756898,1.5502610345249948,0.8333333333333334,24.24747484050831
204,1,5.272286348118358,36.04547025014657,15.098017350218148,1.6757377758293504,0.8222222222222224,22.868408966044413
205,1,6.128529429221718,38.815188486277535,15.001307913344265,2.6597464420852233,0.8333333333333334,19.34270616885701
206,1,5.065929174332397,35.374725295973136,15.022558286929952,1.5209806851488556,0.7666666666666667,23.52129987877938
207,1,5.2406013888441425,36.080538827869425,15.206073709822169,1.615389728667621,0.8222222222222224,24.079655326017452
208,1,5.188557737000188,35.80769681649503,15.033181803200558,1.6582221811424172,0.7666666666666665,23.914498467243774
209,1,5.370651549076236,36.26155644170763,15.04807592314634,1.7736533836568364,0.8444444444444446,22.737565357567767
210,1,5.274645728373691,35.92126078807626,14.91731488751535,1.7696177450892614,0.7777777777777778,21.868589751252134
211,1,5.457806183027329,36.647027403395306,15.073771315335701,1.8924208501672277,0.8222222222222223,21.700770236761276
212,1,4.865528622957688,34.77259086119885,15.206144726987795,1.1756560246299748,0.8333333333333335,24.079655326017452
213,1,5.1068969561571835,35.66078080836622,15.213701534902356,1.4740888758167994,0.8111111111111112,23.997076896630613
214,1,5.016346492336442,35.27456175458025,15.155706657239527,1.3840124429966951,0.8111111111111112,24.20396801759704
215,1,4.9265478967749585,35.009810188649496,15.207609513637472,1.257456313050776,0.8222222222222223,24.164896411121475
216,1,4.851222749678186,34.76651950898843,15.299138328402478,1.1005253951722698,0.8666666666666668,24.49787278438601
217,1,4.974187264555269,35.00655745075664,15.183654942855016,1.253823262422942,0.8777777777777779,24.079655326017452
218,1,5.118911270744077,35.51432430528642,15.133042546125258,1.4679315895304872,0.8444444444444446,23.914498467243774
219,1,5.2111826844991445,35.92521688950017,15.245692104338252,1.5223886713856671,0.8666666666666667,24.374450187805085
220,1,5.458734912685718,36.574180965494335,14.955725546535438,1.9579469945115222,0.7888888888888891,21.57734764018035
221,1,5.71217113595461,37.485002202710575,15.009986991926246,2.2216760729526945,0.8000000000000002,21.868589751252134
222,1,5.192447657193869,35.81589473981579,15.150790638222686,1.5603267100123612,0.8333333333333335,23.153120160219146
223,1,5.06399147265453,35.470738789177545,15.221395484831797,1.398204828726872,0.8333333333333335,24.24747484050831
224,1,5.168396027146777,35.83442385119976,15.206472626761265,1.5330854584850016,0.8222222222222224,23.914498467243774
225,1,5.352477578616046,36.290126234476325,15.075948629091473,1.7720022513570515,0.8222222222222223,22.201566124516674
226,1,5.020751989021123,35.22631839131394,15.188945407905518,1.3309573399824506,0.8555555555555556,24.162233755404287
227,1,5.622808815114166,37.07027643100644,14.907194989877201,2.15566585412105,0.788888888888889,20.584059342285126
228,1,4.9698882534600255,35.069831580669366,15.201958156047885,1.2701199043393467,0.8555555555555556,24.164896411121475
229,1,4.828552842825891,34.54067905037988,15.14675195133683,1.134243567753925,0.8444444444444444,24.33005326989515
230,1,5.8170082479455365,37.85143413558841,15.097226786846226,2.2708453724838398,0.8444444444444444,21.079529918606152
231,1,5.049207325856271,35.27505031016264,15.152398011647717,1.3715662437705518,0.8555555555555556,23.404408199095506
232,1,5.213860396600154,35.90771420706214,15.205355870918215,1.5471489698900514,0.8555555555555557,23.23569858960598
233,1,4.983179770194676,35.19795950334428,15.223855852444991,1.3056381550403198,0.8333333333333334,23.746678952752916
234,1,5.425039653061322,36.50914789753913,15.114924351247875,1.8079145464959414,0.8555555555555557,22.704142202269402
235,1,5.0124726387409355,35.10475587622434,14.976918342828702,1.4577138042630513,0.7777777777777779,23.601215652449035
236,1,4.935845002973307,35.019877684680715,15.272218315007665,1.2029247959995724,0.8666666666666667,24.33005326989515
237,1,5.07650878450578,35.35957042164188,15.085085702839125,1.4557255979138006,0.8222222222222223,23.914498467243774
238,1,5.14960322900527,35.82373532061935,15.206336316618815,1.5370208957939064,0.8,23.914498467243774
239,1,4.998941190606048,35.254768779433,15.205854550105876,1.3402791523330084,0.8222222222222223,24.164896411121475
240,1,4.8823650995410475,34.8005734108978,15.204119592808578,1.1826299269453997,0.8444444444444446,24.164896411121475
241,1,5.370017308887948,36.43785244451586,15.142164377579373,1.777100489044965,0.8222222222222223,22.706804857986583
242,1,5.0775074867227765,35.40897768396335,15.018563599568548,1.535061272719862,0.7666666666666667,24.079655326017452
243,1,5.464796750930385,36.70258490985356,15.077417677340206,1.912212814687346,0.8111111111111112,22.737565357567767
244,1,5.22692051273116,35.97044181824397,15.158293013040266,1.6105445233137368,0.8222222222222223,23.771697822657078
245,1,5.672513191969426,37.304263259048994,14.955607800044612,2.2013862566902938,0.788888888888889,20.584059342285126
246,1,4.771037224700299,34.49320189158069,15.238856571277317,1.0607184718975742,0.8333333333333335,24.58045121377285
247,1,5.097812550993947,35.491168119699836,15.088962209841407,1.5044145666723403,0.8,23.914498467243774
248,1,5.275803072077201,35.99225681395093,15.069074336856563,1.673591602301489,0.8333333333333335,21.504852878406414
249,1,5.248192557519062,36.00180359233461,15.086667752008944,1.676156029438909,0.8000000000000002,22.31934789919921
250,1,5.1056140660348275,35.624943100647556,15.16974121168161,1.4951535590947809,0.8000000000000002,23.530493451393617
251,1,5.131713576426489,35.72286219664713,15.176351721519426,1.5233862512027598,0.8,23.854276252043917
252,1,5.2889632250509315,36.17302703207818,15.15124672428256,1.682770453763613,0.8222222222222224,23.854276252043917
253,1,5.222283661148923,35.886872541493744,15.107220513231823,1.6167364309359595,0.8222222222222223,22.470043332437637
254,1,5.0783431129925685,35.5277233563529,15.247639818582153,1.3959997582480512,0.8444444444444446,24.164896411121475
255,1,4.964637860051604,35.02878719999046,15.204773236665725,1.2508580199974484,0.8666666666666668,24.58045121377285
256,1,5.041637412456054,35.363809895566334,15.076897096963892,1.4811163449906277,0.7666666666666668,24.164896411121475
257,1,5.020548483583585,35.29413337556061,15.220364762973839,1.33631980172283,0.8444444444444446,24.415294354999173
258,1,5.1979109488590245,35.852903890006345,15.063419977920729,1.6494287187957037,0.7777777777777778,22.902722216341445
