name,feasible,J_norm,J_raw,var_surplus,mean_surplus,cohesion_pen,min_pressure
branch_first,1,5.0,30.524690387954838,3.4158682861015657,10.13854276482507,0.0,16.79285134325864
random_one,1,4.925364303580258,35.02066745572577,1.253584981421011,15.218845144620259,0.8222222222222224,24.162233755404287
policy_best,1,3.794262626449848,29.981861871059802,0.9214180696575868,13.442137164376854,0.3333333333333334,23.664100523366077
local_best,1,3.58525412093233,29.729956636407458,0.6051802310661387,13.790541304937856,0.3333333333333334,24.164896411121475
